8.61583,-52.37306,5.57
8.73042,13.37111,6.40
8.81208,-3.59278,5.20
8.88667,-0.50556,5.93
9.03458,54.16861,5.08
8.97792,13.20667,6.41
9.11375,60.32611,5.79
8.92125,-48.00083,5.51
8.88917,-54.82194,6.06
9.08333,27.25472,6.50
9.01250,-14.97361,6.45
9.02875,-22.84250,6.06
9.19417,44.48861,5.13
9.24292,53.89694,3.66
9.22042,33.71944,4.36
9.19708,15.23167,5.89
9.28000,24.01417,6.47
9.33792,35.39944,5.48
9.94708,82.49389,6.40
9.33625,-24.76722,5.57
9.15583,-65.12472,6.42
9.37708,3.13528,6.39
9.32542,-54.39417,6.41
9.63875,29.31167,4.37
9.79125,49.35444,5.43
9.83208,30.86083,3.27
9.84083,21.25056,5.87
9.98167,21.43833,5.36
10.12708,56.53722,2.23
9.96667,-44.79667,6.01
10.11917,-16.51694,6.49
10.13708,-23.80444,6.14
10.17667,-4.35194,5.91
10.28000,39.45861,5.33
10.11000,-59.45444,5.89
10.51417,66.14750,5.83
10.40000,24.62917,6.04
10.51625,50.51250,4.80
10.33167,-46.08500,4.59
10.62958,58.75333,6.17
10.44333,-56.50167,5.70
10.86708,47.02472,4.94
10.67875,-38.46333,6.06
10.67417,-60.26250,5.98
10.61833,-65.46806,5.39
10.89750,-17.98667,2.04
11.11000,47.86417,5.67
10.95917,-12.01167,6.02
10.83833,-57.46306,4.36
11.41250,74.98806,5.66
11.18125,48.28444,4.54
11.04750,-10.60944,4.76
11.05042,-38.42167,5.90
11.32167,55.22167,5.42
11.18500,-22.00611,5.24
11.23792,-42.67667,5.94
11.13458,-62.49778,6.07
11.66250,69.32500,6.33
11.35042,-4.62917,6.15
11.25000,-53.71500,6.15
11.36958,-12.88083,6.15
11.54542,44.86139,6.05
11.42375,-16.42417,6.47
11.67667,59.57444,6.39
11.94208,74.84750,5.41
11.44000,-47.55167,5.80
11.54917,-22.52194,5.50
11.63750,15.47556,5.38
12.03792,72.67500,5.87
11.75625,11.97389,5.50
11.80667,19.57889,6.13
11.83458,24.26722,4.06
11.84833,6.74083,5.99
11.93042,-18.06139,5.70
12.27500,57.81583,3.44
12.00458,-21.72250,5.57
12.07250,7.30000,5.93
12.09583,5.28056,5.75
12.20875,50.96833,4.89
12.17083,7.58500,4.43
12.24458,16.94056,5.07
12.45333,41.07889,4.53
12.35667,-13.56139,5.59
12.30792,-24.13639,5.90
12.23625,-46.69778,6.27
12.38917,-23.36167,6.28
12.68167,64.24750,5.39
12.57625,45.00222,6.15
12.53167,-10.64444,5.19
12.14750,-74.92333,5.07
12.81833,61.80583,6.07
12.73917,51.50806,6.39
12.51542,-43.39472,6.48
13.72125,83.70722,5.62
12.89042,51.57111,6.21
12.67167,-50.98694,5.22
12.82625,3.38500,6.37
13.26708,61.12417,4.82
13.16917,-24.00583,5.46
13.25208,-1.14417,4.77
13.36750,37.41806,6.06
13.44833,52.68917,6.27
13.30167,-24.77694,6.46
13.10125,-69.50444,6.22
13.75042,58.97278,4.83
13.64667,19.18833,5.74
13.57333,-8.74083,6.16
13.77167,48.67861,6.27
13.40792,-62.87139,5.70
13.74167,23.62833,5.47
13.81125,24.55694,6.20
14.05375,57.99667,6.21
14.23167,68.77611,6.37
13.99375,27.20944,6.09
13.92667,-7.34722,5.85
14.17708,60.71667,2.47
14.16583,59.18111,4.63
14.19625,60.36278,5.55
14.00625,-11.26667,5.31
13.98125,-27.77556,6.10
14.18833,38.49944,3.87
13.75125,-69.52694,5.45
14.30167,23.41750,4.42
14.41542,45.83972,6.12
14.62958,66.35222,5.97
14.45917,28.99222,5.42
14.55917,33.95083,5.98
14.47708,13.69583,6.32
14.57875,21.40444,6.37
15.12917,70.98306,6.39
14.68292,-11.38000,5.61
14.65167,-29.35750,4.31
14.59333,-60.69639,6.23
15.01500,44.71333,6.04
14.95708,6.48306,6.11
17.18625,86.25694,4.25
23.46000,89.01556,6.46
15.57667,51.03500,6.47
15.32625,-38.91667,5.59
15.75625,47.37611,6.45
15.72625,41.34500,5.98
15.70458,31.80444,5.50
15.90417,61.07500,5.92
15.61000,-31.55194,5.50
15.73583,7.89000,4.28
15.50750,-57.00250,6.11
15.76083,-4.83667,5.43
16.08167,61.58028,5.84
16.01000,52.50222,5.99
15.70500,-46.39750,5.36
15.82333,-29.52583,6.29
15.95417,1.36667,6.04
16.11500,29.65861,6.19
15.67875,-65.45611,6.21
19.05625,87.14528,6.25
16.21917,5.65639,6.00
16.27250,14.94611,5.68
16.42042,21.47333,5.34
16.42375,21.46528,5.56
17.30125,80.01167,6.29
16.45500,4.90833,6.35
16.40333,-9.97917,6.12
16.75083,56.93500,6.43
16.52125,-9.83944,5.58
16.78958,53.49833,6.38
16.64000,12.95611,6.12
16.53208,-23.99250,6.14
17.06833,54.92028,5.17
16.52083,-46.71861,3.31
17.00375,43.94194,5.03
16.80458,-23.99639,6.37
17.13875,58.26361,5.79
17.00542,32.01222,6.25
16.98833,20.73917,5.55
16.94250,-9.78556,5.82
17.09250,5.64972,5.52
16.94958,-41.48694,5.21
16.82792,-61.77528,5.37
18.06958,79.67389,5.64
17.14750,-10.18222,3.45
17.37583,47.24194,4.25
17.66375,68.77861,5.29
17.43292,35.62056,2.06
17.09625,-55.24583,3.92
17.45500,19.65861,5.55
17.57833,42.08139,5.65
17.58083,25.45778,5.80
17.85667,64.20278,5.55
17.77583,55.14972,4.33
17.54792,15.67417,6.06
17.92250,65.01889,5.57
17.55000,-8.90611,6.40
17.64000,2.44556,5.95
17.79292,37.72417,5.81
17.77833,31.42472,5.16
17.53083,-57.69444,6.41
17.86333,21.03472,4.66
17.91500,30.08972,4.51
17.93125,-2.25111,5.94
18.29125,61.70583,6.41
18.14167,45.33778,6.11
18.24792,30.06417,6.19
19.12792,79.91000,6.26
18.18917,-37.85639,5.92
18.43708,24.58361,4.65
18.43292,7.57528,5.24
18.43875,7.57833,6.30
18.52083,28.52972,6.43
18.53167,16.13361,5.98
18.60000,-7.92306,5.13
18.67667,6.99528,6.03
18.70500,-0.97389,5.70
18.79625,-45.53139,4.96
19.07833,33.11472,6.02
19.27125,44.90194,6.34
19.15125,-2.50028,5.41
20.08125,77.57056,6.31
19.54250,47.41972,6.25
18.94208,-68.87611,4.86
19.45000,3.61444,5.16
19.69583,37.38611,6.46
19.26500,-66.39806,6.24
20.49625,76.23889,6.38
20.02042,58.23167,4.98
19.86667,27.26417,4.76
20.27167,64.65833,6.34
19.95125,-0.50889,5.87
20.94500,78.72583,6.07
20.14375,-3.24694,6.23
20.11583,-11.23889,6.15
20.28083,28.73806,5.23
20.58500,45.52889,4.88
20.84000,58.14306,6.45
20.65417,1.72639,6.20
20.64500,-0.44972,6.49
20.62708,-19.08139,6.35
20.91917,37.71500,5.58
20.90625,34.24583,6.29
20.85375,20.46889,5.97
21.44375,70.98000,6.49
21.48333,68.13000,4.74
20.87917,-30.94556,5.84
21.01042,-8.00750,6.21
21.00583,-8.18333,3.60
21.45417,60.23528,2.68
21.08583,-6.91472,5.91
21.16583,-15.66028,6.14
21.20292,-2.84861,6.15
21.39875,23.51167,6.18
21.17000,-41.49250,5.42
21.57750,43.45778,5.96
21.53625,34.57972,6.31
21.17458,-44.52833,6.26
21.40500,-14.59889,4.90
21.56375,19.17222,5.38
21.67375,19.24028,5.50
21.77583,34.37750,6.27
21.61375,-0.39861,6.41
21.91417,45.40667,4.83
21.86083,41.10056,6.46
21.27208,-64.36944,5.93
21.71500,-13.05667,5.66
21.74208,-32.54306,5.79
37.95292,89.26417,2.02
21.94417,-10.90167,6.13
22.09542,7.96139,6.20
22.80750,70.26472,5.81
22.71792,66.09806,6.14
22.09125,-43.31833,3.41
22.52583,47.00722,5.27
22.47042,18.35556,6.02
22.40042,-21.62944,5.12
22.54625,6.14389,4.84
22.37667,-46.75639,6.31
22.59542,-26.20778,5.93
22.87083,15.34583,3.62
23.03167,34.80000,6.39
23.35750,58.32750,5.70
22.81292,-49.07278,3.95
22.93042,-30.28333,5.82
23.48292,59.23194,4.71
22.91292,-45.57556,6.17
23.23333,-36.86528,5.51
23.56917,37.23722,5.88
23.15125,-49.72778,6.28
23.42875,-7.02528,5.76
23.70458,18.46056,5.89
23.65750,-15.67611,5.63
23.96875,41.07639,6.38
23.71125,-31.89222,6.12
24.11333,48.72278,5.92
23.94333,14.66139,6.22
24.62875,73.04000,5.28
23.97833,17.43361,5.80
24.19917,41.40556,4.09
23.99583,-15.40028,5.42
23.81333,-58.13944,6.01
24.53167,57.97750,5.56
24.03500,-29.90750,5.69
24.27458,12.14167,5.57
24.49833,48.62833,3.57
24.63208,45.40000,6.36
24.40708,-9.40389,6.24
23.41333,-78.50472,6.11
24.18667,-58.27083,6.18
24.83750,44.38611,4.98
25.05458,53.86833,6.39
24.61417,-36.52833,5.94
24.42875,-57.23667,0.46
24.71583,-21.27528,5.58
24.92000,16.40583,5.97
25.16583,43.29778,5.61
25.14500,40.57694,4.94
25.58542,68.04306,5.59
25.73292,70.62250,5.18
25.57417,58.62778,6.37
25.44667,42.61361,4.95
25.32667,25.74583,6.17
25.41333,30.04722,5.99
24.94750,-56.19806,5.87
24.94917,-56.19472,5.76
25.74333,61.42167,6.34
25.35792,5.48750,4.44
25.51458,35.24556,5.64
25.83208,60.55111,5.78
25.43625,-11.32472,5.75
25.62417,20.26861,5.24
25.36375,-38.13306,6.17
25.81875,45.32222,6.34
25.91500,50.68861,4.07
25.53583,-32.32694,5.25
25.51250,-36.83250,5.72
26.07458,57.53639,6.21
25.68125,-3.69028,4.99
26.19208,57.08917,6.25
25.95833,32.19167,6.34
26.11042,46.13972,6.35
25.45000,-60.78944,5.71
25.62208,-53.74056,5.52
25.97833,-4.76556,6.19
26.23250,20.08306,6.27
26.01708,-15.93750,3.50
26.34833,9.15778,4.26
26.93667,63.85222,5.63
24.48167,-82.97500,5.87
26.49708,-5.73333,5.34
26.41167,-25.05250,5.31
25.33875,-79.14833,6.33
26.50417,-27.34917,6.39
26.95000,46.22972,6.32
26.52417,-50.81639,5.49
26.52625,-53.52194,5.04
27.16208,37.95278,5.94
27.04542,16.95556,5.84
27.17333,32.69028,5.79
26.82000,-41.76000,6.18
24.36667,-84.76972,5.69
27.31542,47.89694,5.82
27.10833,3.68556,5.91
26.94917,-37.15972,6.32
27.73792,51.93333,5.90
27.53542,22.27528,5.86
27.39625,-10.68639,4.67
27.33125,-31.07278,6.34
27.99708,55.14750,5.52
27.71667,11.04333,5.94
27.45333,-38.40389,6.37
28.03917,50.79278,5.79
27.58417,-47.81639,6.14
28.21167,51.47472,6.26
27.86500,-10.33500,3.73
28.45208,55.59806,6.45
27.72708,-50.20611,5.94
28.59875,63.67000,3.38
28.32208,40.72972,5.40
28.27042,29.57889,3.41
28.38250,19.29583,4.83
28.38250,19.29361,4.75
28.21708,-16.92917,5.80
29.00000,68.68528,4.99
28.38875,3.18750,4.62
26.94375,-80.17667,6.06
28.72417,40.70194,6.24
28.73958,37.12833,6.26
28.66000,20.80806,2.64
28.34667,-38.59472,6.10
28.41167,-46.30250,4.41
28.97667,37.27778,5.89
29.03875,37.25167,5.67
28.59167,-42.49694,5.11
28.96250,23.57722,5.74
28.97417,1.84972,6.01
29.63875,61.69806,6.02
29.33792,17.81750,5.10
29.43250,27.80444,5.82
29.16750,-22.52694,4.85
28.98958,-51.60889,3.70
29.90833,64.62139,5.26
29.64000,49.20417,5.69
29.48208,23.59611,4.79
28.73375,-67.64722,4.69
28.94333,-60.86139,6.06
30.73833,77.91639,6.04
29.25042,-51.76611,6.10
29.29167,-47.38500,4.83
30.48917,70.90694,4.54
29.61125,-33.06667,6.35
29.89875,21.05833,5.87
29.85792,12.29472,6.09
30.79375,73.85056,6.23
30.85875,72.42139,3.98
31.28083,77.28139,5.38
30.03833,3.09722,5.88
29.94208,-20.82444,5.41
29.47333,-65.42472,6.37
30.00125,-21.07778,4.00
30.71958,64.90139,6.00
30.11208,-8.52361,5.51
29.91167,-42.03056,5.57
30.75125,64.39000,5.58
30.57542,54.48750,5.04
29.69250,-61.56972,2.86
31.38000,76.11500,5.22
28.96042,-78.34833,6.16
30.31125,-30.00167,5.35
30.51167,2.76361,5.23
30.51167,2.76361,4.33
32.35542,81.29583,6.05
30.74167,33.28389,5.50
29.92125,-66.06639,6.10
30.64667,13.47667,5.94
30.42667,-44.71361,5.14
30.97500,42.32972,2.26
30.97792,42.33083,4.84
30.91375,25.93556,5.63
30.61708,-29.66500,6.42
30.79875,0.12833,5.43
30.74417,-15.30583,5.86
30.92750,18.25333,6.21
30.95083,-0.34028,5.93
30.91875,-4.10361,5.62
31.12250,-29.29694,4.69
31.64125,22.64833,5.03
31.55125,8.24750,6.31
31.70500,25.70472,6.15
31.62208,0.03500,6.28
31.79333,23.46250,2.00
32.16875,58.42361,5.67
32.14000,44.45944,6.42
32.12208,37.85917,4.82
32.53250,53.84306,6.31
32.38583,34.98722,3.00
32.35542,25.93972,4.98
32.34625,17.22444,6.43
32.19042,-17.77944,6.10
33.33833,74.02778,6.29
32.87083,57.64583,6.36
32.72000,39.03944,5.63
32.72375,39.04306,6.10
32.39500,-24.34583,6.48
32.65667,19.50028,5.70
32.28875,-43.51667,5.85
32.80000,25.93694,6.02
32.85417,31.52639,6.23
32.83792,8.56972,5.63
32.52042,-43.81556,6.32
32.60667,-50.82444,6.12
32.84250,-10.05222,6.01
32.89917,-1.82528,5.93
33.62125,66.52444,6.07
33.42292,58.56111,6.44
33.09292,30.30306,4.94
33.30542,44.23167,4.83
33.15625,24.16778,5.96
33.40125,51.06583,5.31
33.20042,21.21083,5.27
33.51083,47.48417,6.06
33.26375,15.27972,5.71
33.25000,8.84667,4.37
33.19792,-2.39361,5.54
33.25375,-21.00028,5.86
33.22708,-30.72389,5.28
33.99125,47.81139,6.33
34.21542,57.05528,6.48
33.98417,33.35889,5.28
33.94167,25.78306,5.79
33.92833,25.04306,5.58
33.63333,-41.16667,5.91
34.26333,34.22417,4.87
34.49958,57.89972,5.75
34.51875,57.51667,5.98
34.32875,33.84722,4.01
34.24583,-6.42222,5.51
33.56125,-67.84167,5.55
34.53125,19.90111,5.62
34.82000,47.38000,5.30
34.79542,46.47250,6.21
34.50583,1.75778,5.58
34.84458,48.95528,6.37
34.12750,-51.51222,3.56
34.73750,28.64250,5.03
34.74167,23.16778,6.46
33.86875,-67.74639,5.69
35.17250,47.31083,6.11
35.01833,30.18833,6.47
34.83625,-2.97750,3.04
35.24250,50.15139,5.59
34.74375,-25.94556,6.34
34.92000,-4.34556,6.50
35.58917,55.84556,5.17
34.85292,-41.84833,6.37
35.70958,41.39639,5.82
34.97625,-55.94472,5.81
35.48583,0.39583,5.28
35.96583,55.36444,6.28
35.55167,-0.88500,5.42
35.50583,-10.77778,5.46
35.52083,-17.66222,5.87
36.10375,50.00667,5.19
35.63583,-23.81639,5.20
36.31667,56.61000,6.25
35.74083,-18.35444,6.22
35.54917,-43.20000,6.31
36.40583,50.27861,4.71
35.72750,-51.09222,5.92
36.20417,10.61056,5.47
36.08375,-25.84750,6.44
36.24333,-2.78000,6.33
35.43708,-68.65944,4.09
36.14083,-40.84056,6.18
37.26667,67.40250,4.52
36.48750,-12.29056,4.89
36.96583,50.56972,6.12
36.50125,-15.34111,5.83
36.77917,27.01333,6.18
36.86542,31.80139,5.54
36.64667,-20.04278,5.88
36.22458,-60.31194,5.35
35.71792,-73.64583,5.01
37.04167,29.66944,5.29
37.03958,8.46000,4.28
37.00000,1.96083,6.45
37.20208,29.93194,5.89
36.74625,-47.70389,4.25
36.35958,-66.49472,6.41
37.30667,23.46889,6.19
37.00708,-33.81111,5.14
37.39708,9.56583,6.07
37.56917,33.83389,6.25
37.14750,-31.10250,6.11
37.63500,25.23500,5.92
37.66000,19.85528,6.15
37.72667,17.70389,6.23
37.68833,0.25528,6.00
37.01833,-64.29972,6.37
37.63667,-22.54556,6.10
38.02583,36.14722,5.15
37.87542,2.26722,5.25
38.21875,34.54250,5.83
38.03917,-1.03500,5.35
38.02167,-15.24472,4.75
38.22542,15.03472,6.04
38.06167,-36.42750,6.30
39.50833,72.81833,5.16
38.27917,-34.65000,5.90
38.41750,-20.00194,6.21
38.86625,39.66444,6.36
39.40042,65.74556,5.78
38.91167,37.31222,5.71
38.46125,-28.23250,4.90
38.94500,34.68750,5.35
38.76708,7.47139,6.18
38.67792,-7.85944,5.75
39.02042,6.88694,5.82
38.96875,5.59333,4.86
38.47750,-51.09361,6.24
39.23833,38.73278,5.90
39.17875,31.60750,6.10
39.26042,34.26389,5.30
39.00000,-7.83167,5.53
39.27667,32.89194,6.25
39.15792,12.44750,5.68
39.25208,24.64750,6.50
39.14625,7.72972,5.81
39.03875,-30.04472,5.75
39.57417,37.72667,6.18
39.61583,38.08944,6.30
39.50333,7.69528,6.39
39.42417,-3.39611,5.65
39.24417,-34.57833,5.79
39.70417,21.96139,5.43
41.94833,81.44833,5.78
39.65375,3.44306,6.21
37.91875,-79.10944,5.28
39.57792,-30.19417,5.83
39.35167,-52.54306,5.31
39.87083,0.32861,4.07
39.60333,-37.99056,6.49
39.89083,-11.87222,4.84
40.17125,27.06083,5.30
40.06542,6.11194,6.25
40.05125,-9.45306,5.78
40.76167,55.10583,5.77
40.74875,53.52611,5.84
40.56208,40.19389,4.91
39.95000,-42.89167,4.75
40.30792,-0.69583,5.71
41.20708,67.82472,5.95
40.75792,48.26556,6.48
40.59167,20.01167,5.69
40.16667,-39.85556,4.11
40.45125,-3.21333,6.05
40.39167,-14.54944,5.98
40.62042,10.74167,6.30
41.05000,49.22833,4.12
41.02167,44.29694,5.43
40.86292,27.70722,4.66
40.16500,-54.55000,5.21
40.96333,25.63806,6.35
40.82500,3.23583,3.47
40.52750,-38.38389,6.01
39.89750,-68.26694,4.11
40.53542,-46.52444,6.10
41.07958,17.76389,6.46
41.13708,15.31167,5.77
40.63958,-50.80028,5.41
41.03083,-13.85861,4.25
41.24000,12.44583,5.18
41.23542,10.11417,4.27
40.83458,-40.52750,6.36
42.23125,69.63417,6.18
41.33708,4.71167,6.03
41.08542,-32.52500,6.22
41.27583,-18.57250,4.47
41.74292,35.98361,6.25
41.76458,35.55500,6.30
41.04458,-52.57056,6.15
40.86083,-66.71444,6.26
41.97708,29.24722,4.51
42.37833,57.08417,6.25
41.68833,-21.63972,6.49
41.79667,-22.48556,6.47
42.13375,18.28361,5.82
42.99458,68.88861,5.80
42.19125,25.18806,5.86
42.36292,37.32611,6.45
41.36458,-63.70444,5.74
42.67417,55.89556,3.76
42.32292,17.46417,5.22
41.38583,-67.61667,4.84
42.49583,27.26056,3.63
42.93958,58.31472,6.45
42.64625,38.31861,4.23
42.27250,-32.40583,4.46
42.92375,46.84194,5.88
42.87833,35.05972,4.53
42.46250,-24.56028,6.14
42.47583,-27.94167,5.39
43.21667,52.99778,6.36
42.87333,15.08194,5.49
42.56167,-35.84361,5.92
43.33833,48.56944,6.26
42.75958,-21.00417,4.75
42.66833,-35.67611,5.47
42.25625,-62.80667,5.26
42.69958,-39.93167,6.36
43.56458,52.76250,3.95
43.42750,38.33750,5.33
43.29875,16.48333,6.31
43.13375,-12.76944,6.04
42.98042,-30.81444,6.40
43.21042,-9.44111,6.32
43.98708,61.52111,5.59
44.10333,64.33250,6.24
43.39708,-22.37639,5.95
43.39333,-38.43694,5.92
44.21083,51.26083,6.22
44.13917,47.16389,6.02
43.08000,-62.90972,6.03
43.95208,18.33167,5.91
43.47042,-49.89028,4.00
44.10875,18.02306,5.63
44.05750,8.38167,5.97
43.52708,-50.87139,6.21
42.61875,-75.06694,4.75
44.32208,31.93417,5.11
44.10708,-8.89806,3.89
44.15583,-3.71222,5.17
44.50958,38.61500,6.04
44.26917,4.50111,6.11
44.52167,20.66861,5.80
44.69042,39.66278,4.70
46.53250,79.41861,5.49
44.76542,35.18306,4.93
44.34875,-23.86194,5.45
44.30458,-29.85528,6.29
44.95792,47.22083,5.47
44.91625,41.03306,5.89
44.80292,21.34028,4.63
44.80292,21.34028,4.63
44.52375,-23.60611,5.84
45.21750,52.35167,5.28
44.67500,-2.78250,5.23
44.38625,-38.19111,6.41
45.04917,38.13167,6.11
44.69750,-9.77639,6.14
44.92875,8.90750,4.70
44.56542,-40.30472,3.24
44.56792,-40.30444,4.35
44.92167,-2.46500,5.56
44.77750,-28.90694,6.14
44.90042,-25.27417,5.71
45.18375,10.87028,5.95
44.90958,-32.50722,6.31
45.21250,-2.87861,6.11
45.47542,26.46222,5.90
47.92833,81.47056,5.95
45.29167,-7.66278,5.75
45.46792,5.33611,6.25
44.69917,-64.07139,4.99
45.59375,4.35278,5.61
45.57000,4.08972,2.53
45.48375,-9.96139,5.83
45.53875,-6.49472,6.19
45.40708,-28.09167,5.89
46.19917,53.50639,2.93
45.87625,28.26972,6.36
45.67625,-7.68528,5.32
46.38500,56.70583,4.76
45.59792,-23.62444,4.09
46.41625,56.06861,6.11
46.29417,38.84028,3.39
46.82917,64.05778,5.89
46.33667,40.58250,6.05
46.16958,15.85611,6.49
46.06833,-7.60083,5.26
46.15875,1.86361,6.05
45.73292,-46.97500,5.82
47.01625,52.21333,6.31
46.59875,13.18722,5.62
47.98458,74.39361,4.87
46.94750,47.30833,6.41
45.90333,-59.73778,5.11
46.63958,-6.08861,5.27
47.04208,40.95556,2.12
47.26667,49.61333,4.05
46.85708,17.88000,6.11
45.56417,-71.90250,5.53
47.08833,18.79500,6.27
47.37417,44.85722,3.80
47.16125,8.47083,6.28
46.96208,-27.83111,6.19
47.40292,29.07694,5.72
47.53667,27.82000,6.42
47.61250,26.89639,6.02
47.82250,39.61167,4.63
47.66208,11.87250,5.98
48.11000,47.72583,6.33
48.04000,42.37611,6.15
47.90750,19.72667,4.35
47.84125,13.04778,6.12
47.64750,-23.73833,6.38
48.05917,27.25694,5.79
47.82833,-3.81167,6.05
48.35000,48.17694,5.90
47.82000,-16.02528,6.26
48.11000,6.66083,5.56
46.95500,-69.26556,6.15
47.61417,-48.73417,6.12
50.08208,77.73472,5.45
48.19333,-1.19611,5.06
48.01792,-28.98694,3.87
48.95000,57.14083,5.79
53.08375,84.91111,5.61
48.73625,42.50389,6.07
49.38167,65.65861,6.36
48.10750,-44.41972,5.93
49.05083,50.93778,5.03
48.25625,-35.94389,6.27
48.83542,30.55667,5.52
48.72542,21.04444,4.89
49.01958,45.34583,6.16
48.40833,-29.80417,6.16
48.94583,32.85639,6.31
49.00792,34.68861,6.25
48.13833,-57.32167,5.74
49.14625,32.18361,6.06
49.29750,40.48333,6.45
48.75083,-26.10028,6.25
46.88333,-78.98944,5.57
49.44750,44.02500,5.47
49.00375,-5.91861,6.17
48.95833,-8.81972,4.80
49.99750,65.65222,4.84
49.44083,39.28333,5.96
49.65750,50.22222,5.15
49.14875,-9.15444,6.14
49.78167,50.09500,5.03
49.68250,34.22278,4.82
49.59333,-0.93028,5.38
49.51167,-28.79694,5.91
49.59208,-22.51139,4.88
49.98250,27.07111,5.90
49.84042,3.37028,4.83
49.67167,-18.55972,5.71
49.36083,-47.75167,5.85
50.08500,29.04833,4.47
50.10667,25.66278,6.12
50.46917,49.07083,5.93
50.36042,43.32944,4.95
49.87917,-21.75778,3.69
49.89500,-24.12306,5.61
50.30667,21.14694,5.28
49.44250,-62.57528,5.54
50.27833,3.67556,5.69
49.98208,-43.06972,4.27
51.16875,64.58611,5.23
49.55375,-62.50639,5.24
50.80500,49.21333,5.29
50.54958,27.60750,5.52
50.18833,-26.60639,6.39
49.49583,-66.92694,6.05
50.68833,20.74194,5.09
50.35000,-23.63528,5.52
51.08083,49.86111,1.79
50.56792,-25.58778,6.35
51.12375,33.53583,5.61
50.38875,-47.77694,6.39
51.07708,24.72417,5.50
50.91292,4.88194,6.38
50.82417,-7.79417,6.20
48.99000,-77.38833,5.52
51.10875,20.80361,6.08
51.04208,12.62944,6.04
51.48917,49.12083,6.09
51.20333,9.02889,3.60
50.93583,-32.70722,6.50
52.58125,71.86389,6.32
52.09833,60.25556,6.49
52.01292,49.06278,4.98
52.26708,59.94028,4.21
52.21833,49.84833,5.58
51.79250,9.73278,3.74
51.82792,12.73500,6.28
52.47875,58.87861,4.54
52.08667,33.80750,5.61
